Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
..\training_data\3\IMG\robocam_2017_05_29_23_40_47_189.jpg;0;1;0;5.005025;104.8322;64.19679;1.259751;285.5069;-0.0008683108
..\training_data\3\IMG\robocam_2017_05_29_23_40_47_255.jpg;0;0.7991769;0;5.012512;104.9116;63.90665;1.257237;285.4745;-0.001226581
..\training_data\3\IMG\robocam_2017_05_29_23_40_47_322.jpg;0;0.5997638;0;5.000817;105.0169;63.52051;1.241043;285.4275;-0.0009183156
..\training_data\3\IMG\robocam_2017_05_29_23_40_47_389.jpg;0;0.4003045;0;5.002198;105.0955;63.23147;1.202455;285.3973;-0.00111877
..\training_data\3\IMG\robocam_2017_05_29_23_40_47_455.jpg;0;0.2008555;0;5.000032;105.1738;62.94312;1.127084;285.3686;-0.001063648
..\training_data\3\IMG\robocam_2017_05_29_23_40_47_522.jpg;0;0.001333304;0;4.991824;105.2775;62.56068;0.9533608;285.3329;-0.0008137189
..\training_data\3\IMG\robocam_2017_05_29_23_40_47_588.jpg;1.515313;0;0;4.976479;105.3549;62.27586;0.7699829;285.3582;-0.0003955863
..\training_data\3\IMG\robocam_2017_05_29_23_40_47_655.jpg;1.489488;0;0;4.955142;105.4332;61.99304;0.5485262;285.5584;0.02820449
..\training_data\3\IMG\robocam_2017_05_29_23_40_47_722.jpg;0;0;0;4.939232;105.5372;61.61798;0.2199177;285.6831;0.06965073
..\training_data\3\IMG\robocam_2017_05_29_23_40_47_789.jpg;0;0;0;4.923257;105.6152;61.33808;359.9621;285.7054;0.1067419
..\training_data\3\IMG\robocam_2017_05_29_23_40_47_855.jpg;0;0;0;4.901211;105.6927;61.05794;359.7664;285.6879;0.08970588
..\training_data\3\IMG\robocam_2017_05_29_23_40_47_921.jpg;0;0;0;4.883893;105.7962;60.68554;359.5392;285.6605;0.04935241
..\training_data\3\IMG\robocam_2017_05_29_23_40_47_988.jpg;0;0;0;4.867023;105.8737;60.40683;359.4016;285.6383;-0.004801358
..\training_data\3\IMG\robocam_2017_05_29_23_40_48_054.jpg;2.999087;0;0;4.844032;105.9522;60.12932;359.2732;285.7442;359.9698
..\training_data\3\IMG\robocam_2017_05_29_23_40_48_122.jpg;5.98528;0;0;4.825864;106.0617;59.76126;359.1693;286.3773;0.1086748
..\training_data\3\IMG\robocam_2017_05_29_23_40_48_188.jpg;2.98883;0;0;4.808501;106.1449;59.48603;359.1368;286.9205;0.1902175
..\training_data\3\IMG\robocam_2017_05_29_23_40_48_254.jpg;0;0;0;4.78443;106.2289;59.21162;359.1331;287.257;0.2573445
..\training_data\3\IMG\robocam_2017_05_29_23_40_48_321.jpg;0;0;0;4.766513;106.3408;58.84568;359.2242;287.3761;0.2414863
..\training_data\3\IMG\robocam_2017_05_29_23_40_48_388.jpg;0;0;0;4.749;106.4255;58.57288;359.2845;287.3972;0.243429
..\training_data\3\IMG\robocam_2017_05_29_23_40_48_454.jpg;0;0;0;4.727696;106.5101;58.30108;359.3417;287.3964;0.2292048
..\training_data\3\IMG\robocam_2017_05_29_23_40_48_521.jpg;0;0;0;4.710617;106.6226;57.9402;359.4191;287.3871;0.1862673
..\training_data\3\IMG\robocam_2017_05_29_23_40_48_588.jpg;0;0;0;4.694774;106.7067;57.67112;359.4518;287.3852;0.1590073
..\training_data\3\IMG\robocam_2017_05_29_23_40_48_653.jpg;0;0;0;4.673772;106.7905;57.40328;359.4645;287.3847;0.1319557
..\training_data\3\IMG\robocam_2017_05_29_23_40_48_721.jpg;0;0;0;4.658081;106.9018;57.04803;359.4539;287.3847;0.0961116
..\training_data\3\IMG\robocam_2017_05_29_23_40_48_787.jpg;0;0;0;4.642427;106.9845;56.78246;359.4512;287.3742;0.04389429
..\training_data\3\IMG\robocam_2017_05_29_23_40_48_854.jpg;0;0;0;4.620756;107.0671;56.51797;359.4427;287.3681;359.9938
..\training_data\3\IMG\robocam_2017_05_29_23_40_48_921.jpg;0;0;0;4.605188;107.177;56.16714;359.4094;287.3659;359.9383
..\training_data\3\IMG\robocam_2017_05_29_23_40_48_987.jpg;0;0;0;4.589101;107.2598;55.90484;359.4113;287.3825;359.9464
..\training_data\3\IMG\robocam_2017_05_29_23_40_49_054.jpg;0;0;0;4.573124;107.3417;55.64357;359.3968;287.3879;359.9427
..\training_data\3\IMG\robocam_2017_05_29_23_40_49_120.jpg;0;0;0;4.552557;107.4233;55.38336;359.3703;287.3899;359.9389
..\training_data\3\IMG\robocam_2017_05_29_23_40_49_187.jpg;0;0;0;4.536233;107.5324;55.03745;359.3705;287.4094;359.9874
..\training_data\3\IMG\robocam_2017_05_29_23_40_49_255.jpg;0;0;0;4.520798;107.6134;54.77919;359.3549;287.4131;0.01049636
..\training_data\3\IMG\robocam_2017_05_29_23_40_49_320.jpg;0;0;0;4.500444;107.694;54.52195;359.329;287.4142;0.03021476
..\training_data\3\IMG\robocam_2017_05_29_23_40_49_386.jpg;0;0;0;4.484164;107.8006;54.1795;359.3362;287.3945;-0.003289157
..\training_data\3\IMG\robocam_2017_05_29_23_40_49_453.jpg;0;0;0;4.468877;107.8806;53.92406;359.3263;287.3907;359.9852
..\training_data\3\IMG\robocam_2017_05_29_23_40_49_520.jpg;0;0;0;4.448737;107.9603;53.66968;359.3068;287.3895;359.9761
..\training_data\3\IMG\robocam_2017_05_29_23_40_49_586.jpg;0;0;0;4.432606;108.067;53.33142;359.3222;287.4087;0.02114921
..\training_data\3\IMG\robocam_2017_05_29_23_40_49_653.jpg;0;0;0;4.417494;108.1462;53.07887;359.3186;287.4122;0.04024677
..\training_data\3\IMG\robocam_2017_05_29_23_40_49_719.jpg;0;0;0;4.39758;108.2248;52.82699;359.3198;287.4055;0.03773623
..\training_data\3\IMG\robocam_2017_05_29_23_40_49_786.jpg;0;0;0;4.381537;108.3293;52.49228;359.3376;287.3935;0.01064965
..\training_data\3\IMG\robocam_2017_05_29_23_40_49_853.jpg;0;0;0;4.366706;108.4075;52.24254;359.3371;287.3911;-0.002864696
..\training_data\3\IMG\robocam_2017_05_29_23_40_49_919.jpg;0;0;0;4.347034;108.4854;51.99383;359.3262;287.3904;359.9855
..\training_data\3\IMG\robocam_2017_05_29_23_40_49_987.jpg;0;0;0;4.331683;108.5896;51.66332;359.3382;287.4066;0.01513298
..\training_data\3\IMG\robocam_2017_05_29_23_40_50_054.jpg;0;0;0;4.316543;108.6671;51.41643;359.3417;287.4114;0.03299182
..\training_data\3\IMG\robocam_2017_05_29_23_40_50_119.jpg;0;0;0;4.297084;108.7442;51.17053;359.3347;287.413;0.04681675
..\training_data\3\IMG\robocam_2017_05_29_23_40_50_186.jpg;0;0;0;4.281555;108.8461;50.84327;359.3595;287.3964;0.01249154
..\training_data\3\IMG\robocam_2017_05_29_23_40_50_252.jpg;0;0;0;4.266986;108.9225;50.59916;359.3632;287.3933;-0.00231411
..\training_data\3\IMG\robocam_2017_05_29_23_40_50_319.jpg;0;0;0;4.247766;108.9987;50.35608;359.356;287.3923;359.9852
..\training_data\3\IMG\robocam_2017_05_29_23_40_50_386.jpg;0;0;0;4.233406;109.1004;50.03321;359.3589;287.4047;0.001868727
..\training_data\3\IMG\robocam_2017_05_29_23_40_50_452.jpg;-2.994834;0;0;4.217975;109.1748;49.79154;359.364;287.2278;359.9869
..\training_data\3\IMG\robocam_2017_05_29_23_40_50_518.jpg;-3.007843;0;0;4.198065;109.2463;49.55014;359.3571;286.7658;359.9115
..\training_data\3\IMG\robocam_2017_05_29_23_40_50_585.jpg;-0.02070632;0;0;4.18284;109.3417;49.22906;359.3864;286.3976;359.8716
..\training_data\3\IMG\robocam_2017_05_29_23_40_50_652.jpg;0;0;0;4.168603;109.4124;48.98935;359.3915;286.3178;359.8379
..\training_data\3\IMG\robocam_2017_05_29_23_40_50_718.jpg;0;0;0;4.149283;109.483;48.7503;359.4093;286.303;359.8325
..\training_data\3\IMG\robocam_2017_05_29_23_40_50_785.jpg;0;0;0;4.134808;109.5762;48.43281;359.4261;286.3001;359.8293
..\training_data\3\IMG\robocam_2017_05_29_23_40_50_852.jpg;0;0;0;4.120842;109.6456;48.19584;359.4238;286.2996;359.8279
..\training_data\3\IMG\robocam_2017_05_29_23_40_50_918.jpg;0;0;0;4.101853;109.7152;47.9596;359.4324;286.3095;359.8545
..\training_data\3\IMG\robocam_2017_05_29_23_40_50_985.jpg;0;0;0;4.087603;109.8072;47.64591;359.4367;286.3157;359.8916
..\training_data\3\IMG\robocam_2017_05_29_23_40_51_052.jpg;0;0;0;4.073801;109.8757;47.41177;359.4262;286.3167;359.917
..\training_data\3\IMG\robocam_2017_05_29_23_40_51_117.jpg;0;0;0;4.055468;109.944;47.17857;359.4059;286.3169;359.9414
..\training_data\3\IMG\robocam_2017_05_29_23_40_51_184.jpg;0;0;0;4.040974;110.0352;46.8686;359.4067;286.331;0.01275736
..\training_data\3\IMG\robocam_2017_05_29_23_40_51_251.jpg;0;0;0;4.027253;110.103;46.63717;359.3947;286.3332;0.05275404
..\training_data\3\IMG\robocam_2017_05_29_23_40_51_317.jpg;0;0;0;4.008571;110.1701;46.40615;359.3984;286.3225;0.05973881
..\training_data\3\IMG\robocam_2017_05_29_23_40_51_385.jpg;0;0;0;3.994555;110.2597;46.09953;359.4004;286.3157;0.06523616
..\training_data\3\IMG\robocam_2017_05_29_23_40_51_451.jpg;-1.497667;0;0;3.981041;110.3261;45.87056;359.3903;286.2464;0.05725214
..\training_data\3\IMG\robocam_2017_05_29_23_40_51_517.jpg;-4.493213;0;0;3.96269;110.39;45.64172;359.3811;285.9099;359.9862
..\training_data\3\IMG\robocam_2017_05_29_23_40_51_584.jpg;-4.491153;0;0;3.947184;110.4706;45.33636;359.3955;285.0198;359.7995
